,road,chainage,lrp,lat,lon,gap,type,name,avg_truck_AADT
45335,Z7604,52.585,LRP052,22.439083,89.2786382,,KmPost,Koyra 11 km,
45336,Z7604,53.585,LRP053,22.4304716,89.2786938,,KmPost,"Koyra 10 km, Kashirhat 17 km",
45337,Z7604,54.6,LRP054,22.4224438,89.278416,,KmPost,Koyra 9 km,
45338,Z7604,55.3,LRP054a,22.4162778,89.2775827,,Culvert,Box Culvert,
45339,Z7604,55.6,LRP055,22.4135556,89.278416,,KmPost,Information missing,
45340,Z7604,56.6,LRP056,22.4051667,89.2816382,,KmPost,Information missing,
45341,Z7604,57.396,LRP056a,22.3986108,89.2845274,,Culvert,Box culvert,
45342,Z7604,57.65,LRP057,22.3964441,89.284833,,KmPost,"koyra 6 km, kashirhat 14 km",
45343,Z7604,58.215,LRP057a,22.391333,89.2848052,,Culvert,Box Culvert,
45344,Z7604,58.65,LRP058,22.3876663,89.2835552,,KmPost,Information not clear,
45345,Z7604,59.65,LRP059,22.3800549,89.2785271,,KmPost,Information not Clear,
45346,Z7604,60.222,LRP059a,22.3750271,89.2789993,,Culvert,Box Culvert,
45347,Z7604,60.615,LRP060,22.371666,89.2798882,,KmPost,Koyra 3 km,
45348,Z7604,61.345,LRP060a,22.3643333,89.2809993,,Culvert,Box culvert,
45349,Z7604,61.655,LRP061,22.3625556,89.2811382,,KmPost,Km post Broken,
45350,Z7604,61.771,LRP061a,22.3614444,89.2812493,,Culvert,Box Culvert,
45351,Z7604,62.306,LRP061b,22.3558333,89.2818327,,Culvert,Box culvert,
45352,Z7604,62.655,LRP062,22.3546111,89.2836386,,KmPost,Koyra 1 km,
45353,Z7604,63.047,LRP062a,22.3526111,89.2863608,,Culvert,Box Culvert,
45354,Z7604,63.585,LRPE,22.3488886,89.2885552,,Others,"End at Km post koyra 0 km, Kashirhat 7 km, koyra bazar, koyra, khulna.",
45355,Z7606,0.0,LRPS,22.8003333,89.5386663,,Others,"Start of road from R 760 at Golla more Moshghat Infront of Makka Traders,Khulna",
45356,Z7606,0.012,LRP001,22.80022538309352,89.5386519118705,,KmPost,Nalian forest 54 Km,
45357,Z7606,1.112,LRP002,22.790333,89.537333,,KmPost,Batiaghata 06 Km,
45358,Z7606,1.574,LRP002a,22.78615680391061,89.53690281089385,,CrossRoad,"N709, Khulna city bypass",
45359,Z7606,1.828,LRP002b,22.7838608,89.5366663,,Culvert,Sluice  ghate,
45360,Z7606,2.092,LRP003,22.7815549,89.5364163,,KmPost,Nalian forest 52 Km,
45361,Z7606,2.655,LRP003a,22.77707374480769,89.53399512932693,,Culvert,Box Culvert,
45362,Z7606,3.132,LRP004,22.7732771,89.5319438,,KmPost,Batiaghata 04 Km,
45363,Z7606,3.162,LRP004a,22.7730549,89.5318049,,Culvert,Box culvert,
45364,Z7606,4.082,LRP005,22.7655278,89.5281104,,KmPost,Nalian Forest 50 Km,
45365,Z7606,5.132,LRP006,22.7572222,89.5239993,,KmPost,Batiaghata 2 Km,
45366,Z7606,5.727,LRP006a,22.7522778,89.523916,,"Turnoff,Right",Left old ferry ghat,
45367,Z7606,5.854,LRP006b,22.7523889,89.5226938,,Culvert,Box culvert,
45368,Z7606,6.056,LRP007,22.7524167,89.5203882,,KmPost,Info missing,
45369,Z7606,6.644,LRP007a,22.7475274,89.5187216,,Culvert,Box culvert,
45370,Z7606,6.737,LRP007b,22.7467774,89.5184716,BS,Bridge,P.C Girder Bridge start,
45371,Z7606,7.002,LRP007c,22.7445274,89.5177493,BE,Bridge,P.C Girder Bridge End,
45372,Z7606,7.056,LRP008,22.7440552,89.5176104,,KmPost,Km post missing,
45373,Z7606,7.156,LRP008a,22.7431941,89.5173327,,Culvert,Under  pass,
45374,Z7606,7.586,LRP008b,22.7408886,89.5144722,,Culvert,Box Culvert,
45375,Z7606,8.017,LRP008c,22.7373886,89.5128889,BS,Bridge,R.C.C Bridge start,
45376,Z7606,8.035,LRP008d,22.7372774,89.5128889,BE,Bridge,R.C.C Bridge End,
45377,Z7606,8.082,LRP009,22.7368608,89.5126944,,KmPost,Jopjhopia 14 Km,
45378,Z7606,8.814,LRP009a,22.7307771,89.5118056,,Culvert,Box Culvert,
45379,Z7606,9.142,LRP010,22.7288604,89.5140278,,KmPost,Nalian forest 46 Km,
45380,Z7606,9.202,LRP010a,22.7284993,89.5146111,,Culvert,Box Culvert,
45381,Z7606,9.938,LRP010b,22.7247493,89.520166,,Culvert,Sluice ghate,
45382,Z7606,10.142,LRP011,22.7232771,89.5214438,,KmPost,Information not clear,
45383,Z7606,11.142,LRP012,22.7316104,89.5249438,,KmPost,Nalian forest 44 Km,
45384,Z7606,12.139,LRP013,22.7061667,89.5272493,,KmPost,Jopjhopia 10Km,
45385,Z7606,13.082,LRP014,22.6978886,89.5289993,,KmPost,Nalian forest 42 Km,
45386,Z7606,14.076,LRP014a,22.6891108,89.5285271,,Culvert,Sluice Ghat,
45387,Z7606,14.129,LRP015,22.6886941,89.5284716,,KmPost,Jopjhopia 08 Km,
45388,Z7606,15.112,LRP016,22.680196406284846,89.52872071302585,,KmPost,Nalian forest 40 Km,
45389,Z7606,16.102,LRP017,22.6716382,89.5289716,,KmPost,Jopjhopia 6 Km,
45390,Z7606,16.586,LRP017a,22.6673049,89.5292771,,Culvert,Sluice ghate,
45391,Z7606,17.102,LRP018,22.6625833,89.5291938,,KmPost,Information not clear,
45392,Z7606,17.932,LRP018a,22.6554722,89.5267771,,Culvert,Box culvert,
45393,Z7606,18.102,LRP019,22.654,89.5264993,,KmPost,Jopjhopia 2 Km,
45394,Z7606,19.082,LRP020,22.645833,89.5235549,,KmPost,Nalian Forest 36 Km,
45395,Z7606,19.824,LRP020a,22.639583,89.5209716,,Culvert,Sluice gate,
45396,Z7606,20.082,LRP021,22.6373052,89.5205827,,KmPost,Jopjhopia 1 Km,
45397,Z7606,21.042,LRP022,22.6325549,89.5161667,,KmPost,Nalian forest 32 Km,
45398,Z7606,21.222,LRP022a,22.6315549,89.515,GS,Others,River start ( Bituminous road end),
45399,Z7606,21.479,LRP022b,22.6292216,89.5146111,GE,Others,River end,
45400,Z7606,24.855,LRP023a,22.6094722,89.5233049,,Others,Bituminous road start,
45401,Z7606,25.042,LRP024,22.60875,89.523166,,KmPost,Infor.not clear,
45402,Z7606,25.472,LRP024a,22.6050278,89.519916,,"SideRoad,Right",Z7615 to Magur Khali,
45403,Z7606,26.042,LRP025,22.6,89.5189993,,KmPost,Nalian forest 29 km,
45404,Z7606,26.575,LRP025a,22.5957497,89.5167771,,Others,End of Bituminous road,
45405,Z7606,27.042,LRP026,22.5907219,89.5159167,,KmPost,Km post missing,
45406,Z7606,27.668,LRP026a,22.5896386,89.5159167,,Culvert,Sluice ghate,
45407,Z7606,28.042,LRP027,22.5852219,89.5126944,,KmPost,Km post  Broken,
45408,Z7606,28.153,LRP026b,22.5859997,89.51325,,Culvert,Sluice gate,
45409,Z7606,29.042,LRP028,22.5793049,89.5064167,,KmPost,Km post missing,
45410,Z7606,29.273,LRP028a,22.5790271,89.5063333,,Culvert,Box culvert,
45411,Z7606,29.989,LRP028b,22.5754716,89.4992219,,Culvert,Sluice ghate,
45412,Z7606,30.032,LRP029,22.5751938,89.4987497,,KmPost,Infor.not clear,
45413,Z7607,0.0,LRPS,22.5814993,88.9983608,,Others,Road start from Z 7602 at Shakhipur,
45414,Z7607,0.02,LRP001,22.581416,88.9982219,,KmPost,Debhata 6km,
45415,Z7607,0.86,LRP001a,22.5752216,88.9937497,,Culvert,Box culvert,
45416,Z7607,1.01,LRP002,22.5741382,88.9929441,,KmPost,Debhata 5km,
45417,Z7607,2.01,LRP003,22.5670271,88.9871941,,KmPost,Km post broken,
45418,Z7607,2.36,LRP003a,22.56526385884956,88.9843333920354,,Culvert,Box culvert,
45419,Z7607,2.462,LRP003b,22.56475,88.9834997,,Culvert,Box culvert,
45420,Z7607,3.01,LRP004,22.5626389,88.9787771,,KmPost,Debhata 3km,
45421,Z7607,3.994,LRP005,22.5601389,88.969916,,KmPost,Debhata 2km,
45422,Z7607,4.95,LRP006,22.5560556,88.9632222,,KmPost,Debhata 1km,
45423,Z7607,5.423,LRPE,22.55807589382845,88.96653409058578,,Others,End at km post Debhata 0 km.,
45424,Z7609,0.0,LRPS,22.3055833,89.1063056,,Others,Start  at Banshipur bus stand in front of road from Z 7617 Shyamnagar Shatkhira,
45425,Z7609,0.08,LRPSa,22.3051667,89.1069444,,Culvert,Box culvert,
45426,Z7609,0.383,LRPSb,22.3036667,89.1093889,,Culvert,Box culvert,
45427,Z7609,0.524,LRPSc,22.3029722,89.1105556,,Culvert,Box culvert,
45428,Z7609,0.74,LRP001,22.3018889,89.1123056,,KmPost,Munshiganj 10km,
45429,Z7609,0.882,LRP001a,22.3011667,89.1134722,,Culvert,Box culvert,
45430,Z7609,1.118,LRP001b,22.3,89.1153611,,Culvert,Box culvert,
45431,Z7609,1.311,LRP001c,22.2990274,89.1168327,,Culvert,Box culvert,
45432,Z7609,1.68,LRP002,22.297083,89.1197771,,KmPost,Munshiganj 9km,
45433,Z7609,1.88,LRP002a,22.2960274,89.1213882,,Culvert,Box culvert,
45434,Z7609,2.504,LRP002b,22.2927497,89.1262771,,Culvert,Box culvert,
45435,Z7609,2.64,LRP003,22.2920552,89.1273604,,KmPost,Munshiganj 8km,
45436,Z7609,2.984,LRP003a,22.2902497,89.1300549,,Culvert,Box culvert,
45437,Z7609,3.573,LRP003b,22.2868052,89.1343886,,Culvert,Box culvert,
45438,Z7609,3.665,LRP004,22.2862774,89.135083,,KmPost,Munshiganj 7km,
45439,Z7609,3.96,LRP004a,22.2845274,89.1372219,,Culvert,Box culvert,
45440,Z7609,4.365,LRP004b,22.282166,89.1401386,,Culvert,Box culvert,
45441,Z7609,4.595,LRP004c,22.2807493,89.1418608,,Culvert,Box culvert,
45442,Z7609,5.019,LRP005,22.2783049,89.1449163,,KmPost,Munshiganj 6km,
45443,Z7609,6.008,LRP006,22.2736104,89.1529444,,KmPost,Munshiganj 5km,
45444,Z7609,6.264,LRP006a,22.272416,89.1552222,,Culvert,Box culvert,
45445,Z7609,6.761,LRP006b,22.2701938,89.1594167,,Culvert,Box culvert,
45446,Z7609,7.008,LRP007,22.2691382,89.1614444,,KmPost,Munshiganj 4km,
45447,Z7609,7.139,LRP007a,22.2684993,89.1626111,,Culvert,Box culvert,
45448,Z7609,7.687,LRP007b,22.2662778,89.167416,,Culvert,Box culvert,
45449,Z7609,8.008,LRP008,22.2662222,89.1704438,,KmPost,Km post Broken,
45450,Z7609,8.469,LRP008a,22.2665804431,89.1749129184,,Culvert,Box culvert,
45451,Z7609,9.008,LRP009,22.2669993,89.1801382,,KmPost,Munshiganj 2km,
45452,Z7609,10.008,LRP010,22.2677771,89.1898608,,KmPost,Munshiganj 1km,
45453,Z7609,10.391,LRP010a,22.2680827,89.1936386,,Culvert,Box culvert,
45454,Z7609,10.605,LRPE,22.2682493,89.195583,,Others,End of road at Munhsiganj infront of Barsha Vestaurant board Shyamnagar Satkhira,
45455,Z7610,0.0,LRPS,22.3487497,89.288583,,Others,Start at Koyra Bazar end Point of Z7604 Koyra Khulna,
45456,Z7610,1.0,LRP001,22.3403608,89.2906941,,KmPost,Km post missing,
45457,Z7610,1.182,LRP001a,22.338833,89.2907497,,Culvert,Box culvert,
45458,Z7610,2.0,LRP002,22.3315271,89.2901663,,KmPost,Km post missing,
45459,Z7610,3.0,LRP003,22.3230271,89.2891941,,KmPost,Km post missing,
45460,Z7610,4.0,LRP004,22.315,89.2927774,,KmPost,Km post missing,
45461,Z7610,4.192,LRP004a,22.3133611,89.2936386,,Culvert,Box culvert,
45462,Z7610,5.0,LRP005,22.3078056,89.2969441,,KmPost,Km post missing,
45463,Z7610,5.78,LRP005a,22.3003056,89.2978052,,Culvert,Box culvert,
45464,Z7610,6.0,LRP006,22.2992219,89.2977219,,KmPost,Km post missing,
45465,Z7610,7.0,LRP007,22.2891663,89.295833,,KmPost,Km post missing,
45466,Z7610,7.02,LRP007b,22.2891108,89.2959719,GS,Others / Others / Others / Others,Start RHD Satkhira / Start RHD Satkhira / River start / River start,
45467,Z7610,29.58,LRP029a,22.3474997,89.2034167,GE,Others,River end,
45468,Z7610,30.0,LRP030,22.347583,89.1986663,,KmPost,Km post missing,
45469,Z7610,30.57,LRP030a,22.345583,89.1939719,,Culvert,Box culvert,
45470,Z7610,31.0,LRP031,22.3461386,89.1893608,,KmPost,Km post missing,
45471,Z7610,31.361,LRP031a,22.3444441,89.1864163,,Culvert,Box culvert,
45472,Z7610,32.0,LRP032,22.3444719,89.1795549,,KmPost,Km post broken,
45473,Z7610,32.253,LRP032a,22.3441663,89.1772771,BS,Bridge,Bridge start,
45474,Z7610,32.27,LRP032b,22.3441663,89.1772493,BE,Bridge,Bridge end,
45475,Z7610,33.0,LRP033,22.3427497,89.1700549,,KmPost,Km post missing,
45476,Z7610,33.376,LRP033a,22.3423052,89.1672771,,Culvert,Box culvert,
45477,Z7610,34.0,LRP034,22.341083,89.1606944,,KmPost,Km post missing,
45478,Z7610,34.26,LRP034a,22.340833,89.1589167,,Culvert,Box culvert,
45479,Z7610,34.508,LRP034b,22.3402774,89.1558333,,Culvert,Box culvert,
45480,Z7610,35.0,LRP035,22.3391941,89.1511944,,KmPost,Km post missing,
45481,Z7610,35.16,LRP035a,22.3388886,89.15,,Culvert,Box culvert,
45482,Z7610,36.0,LRP036,22.3371941,89.1421386,,KmPost,Km post missing,
45483,Z7610,36.905,LRP036a,22.3353052,89.1337774,,Culvert,Box culvert,
45484,Z7610,37.0,LRP037,22.3349163,89.1330827,,KmPost,Km post missing,
45485,Z7610,37.96,LRP037a,22.3342219,89.1238049,,Culvert,Box culvert,
45486,Z7610,38.0,LRP038,22.3341663,89.1233327,,KmPost,Km post missing,
45487,Z7610,38.35,LRP038a,22.3341108,89.1201104,,Culvert,Box culvert,
45488,Z7610,39.04,LRP039,22.3364441,89.1155833,,KmPost,Km post missing,
45489,Z7610,39.05,LRP039a,22.3364997,89.1155556,,Culvert,Box culvert,
45490,Z7610,40.0,LRPE,22.3372219,89.1063889,,Others,"End at Haibakpur more and meet with Z 7617, Shamnagar Sathkhira.",
45491,Z7613,0.0,LRPS,22.7591111,89.2539167,,Others,Start at Muktijoddha college more from Z 7604 Tala Satkhira.,
45492,Z7613,0.488,LRPSa,22.7575556,89.2512222,,Culvert,Box Culvert,
45493,Z7613,0.855,LRPSb,22.7545833,89.2505278,,Culvert,Box Culvert,
45494,Z7613,0.97,LRPSc,22.7536944,89.2498886,,Culvert,Box Culvert,
45495,Z7613,1.085,LRP001,22.7525278,89.2493608,,KmPost,Kumira 9km,
45496,Z7613,1.312,LRP001a,22.75075,89.2482497,BS,Bridge,Bridge (sluice ghat),
45497,Z7613,1.331,LRP001b,22.7506667,89.2482219,BE,Bridge,Bridge (sluice ghat),
45498,Z7613,1.757,LRP001c,22.7501389,89.2444441,,Culvert,Box culvert,
45499,Z7613,2.045,LRP002,22.7497774,89.2417219,,KmPost,Kmmira 8km,
45500,Z7613,2.345,LRP002a,22.75075,89.2389719,,Culvert,Box culvert,
45501,Z7613,2.5,LRP002b,22.7512778,89.2375552,,Culvert,Box Culvert,
45502,Z7613,2.808,LRP002c,22.7496386,89.235833,,Culvert,Box Culvert,
45503,Z7613,2.975,LRP002d,22.748333,89.2349719,,Culvert,Box Culvert,
45504,Z7613,3.065,LRP003,22.7479163,89.2343052,,KmPost,Kumira 7km,
45505,Z7613,3.421,LRP003a,22.7464163,89.2313882,,Culvert,Box Culvert,
45506,Z7613,3.625,LRP003b,22.7462219,89.229416,,Culvert,Box Culvert,
45507,Z7613,3.782,LRP003c,22.7463052,89.2278604,,Culvert,Box Culvert,
45508,Z7613,3.869,LRP003d,22.7459441,89.227166,,Culvert,Box Culvert,
45509,Z7613,4.085,LRP004,22.7461941,89.2250827,,KmPost,kumira 6km,
45510,Z7613,4.437,LRP004a,22.7463886,89.2216938,,Culvert,Box Culvert,
45511,Z7613,4.627,LRP004b,22.7461941,89.2198327,,Culvert,Box Culvert,
45512,Z7613,4.94,LRP004c,22.7464719,89.2172493,,Culvert,Box Culvert,
45513,Z7613,5.075,LRP005,22.746997803201214,89.21603183048781,,KmPost,Kumira 5km,
45514,Z7613,5.596,LRP005a,22.7490274,89.2113333,,Culvert,Box Culvert,
45515,Z7613,5.689,LRP005b,22.7492774,89.2104444,,Culvert,Box Culvert,
45516,Z7613,6.075,LRP006,22.7504167,89.2069167,,KmPost,Kumira 4km,
45517,Z7613,6.253,LRP006a,22.7511944,89.2054444,,Culvert,Box Culvert,
45518,Z7613,6.429,LRP006b,22.7526389,89.20475,,Culvert,Box culvert,
45519,Z7613,6.978,LRP006c,22.7543889,89.2000278,,Culvert,Box Culvert,
45520,Z7613,7.065,LRP007,22.7545833,89.1991386,,KmPost,Kumira 3km,
45521,Z7613,7.449,LRP007a,22.7556944,89.195583,,Culvert,Box Culvert,
45522,Z7613,8.065,LRP008,22.7592778,89.1923052,,KmPost,Kumira 2km,
45523,Z7613,8.425,LRP008a,22.7619444,89.1906941,,Culvert,Box Culvert,
45524,Z7613,8.893,LRP008b,22.7646111,89.1848886,,Culvert,Box Culvert,
45525,Z7613,9.045,LRP009,22.7648611,89.1862219,,KmPost,Kumira 1KM,
45526,Z7613,9.057,LRP009a,22.7648889,89.1861386,,Culvert,Box Culvert,
45527,Z7613,9.283,LRP009b,22.765,89.1838608,,Culvert,Box Culvert,
45528,Z7613,9.386,LRP009c,22.7651111,89.1828327,,Culvert,Box Culvert,
45529,Z7613,9.858,LRP009d,22.7684993,89.1812493,,Culvert,Box Culvert,
45530,Z7613,10.075,LRP010,22.7703327,89.1816382,,KmPost,kumira 0km,
45531,Z7613,10.083,LRP010a,22.7703882,89.1816382,,Culvert,Box Culvert,
45532,Z7613,10.1,LRPE,22.7704993,89.1816382,,Others,End at Kumira meet with Patkelghata Satkhira,
45533,Z7615,0.0,LRPS,22.605,89.519916,,Others,"Start at Boumer gastala & intersection at Z 7615 & Z 7606 Dacope, Khulna .",
45534,Z7615,0.01,LRP001,22.605,89.5179438,,KmPost,Km post broken,
45535,Z7615,0.287,LRP001a,22.6047778,89.5170549,,Culvert,Box culvert,
45536,Z7615,1.01,LRP002,22.6054167,89.5105278,,KmPost,Km post missing,
45537,Z7615,1.03,LRP002a,22.6056944,89.5101389,,Culvert,Slab culvert,
45538,Z7615,1.26,LRP002b,22.6064444,89.5080833,,Culvert,Box culvert,
45539,Z7615,1.32,LRP002c,22.6068056,89.5024444,,Culvert,Box Culvert,
45540,Z7615,1.64,LRP002d,22.607,89.5005833,,Culvert,Box Culvert,
45541,Z7615,2.01,LRP003,22.6071389,89.5011111,,KmPost,Information not clear,
45542,Z7615,2.6,LRP003a,22.6075278,89.4959719,,Culvert,Box culvert,
45543,Z7615,3.01,LRP004,22.6083611,89.4919441,,KmPost,KM post missing,
45544,Z7615,3.127,LRP004a,22.6081389,89.490833,,Culvert,Box culvert,
45545,Z7615,3.628,LRP004b,22.6078056,89.4860552,,Culvert,Box culvert,
45546,Z7615,4.01,LRP005,22.6077778,89.4824993,,KmPost,KM post missing,
45547,Z7615,4.02,LRP005a,22.6078889,89.4820827,,Culvert,Box culvert,
45548,Z7615,4.6,LRP005b,22.6086667,89.476666,,Culvert,Box  Culvert,
45549,Z7615,4.72,LRP006,22.6086389,89.4758604,,KmPost,Information Not Clear,
45550,Z7615,4.786,LRP006a,22.6086667,89.4756382,BS,Bridge,R.C.C Bridge Start,
45551,Z7615,4.799,LRP006b,22.60873588551402,89.47550320654206,BE,Bridge,R C.C Bridge End,
45552,Z7615,5.0,LRP006c,22.6098056,89.473416,,Culvert,Box culvert,
45553,Z7615,5.2,LRP006d,22.61025,89.4718604,,Culvert,Box  Culvert,
45554,Z7615,5.35,LRP006e,22.6105278,89.470666,,Culvert,Box  Culvert,
45555,Z7615,5.49,LRP006f,22.6111111,89.4691938,,Culvert,Box  Culvert,
45556,Z7615,5.72,LRP007,22.6146111,89.4651111,,KmPost,Km Post Missing,
45557,Z7615,6.45,LRP007a,22.6175271,89.46325,,Culvert,Box culvert,
45558,Z7615,6.55,LRP007b,22.618166,89.4628333,,Culvert / Culvert,Pipe culvert / Box culvert,
45559,Z7615,6.72,LRP008,22.6216938,89.4597778,,KmPost,Information missing,
45560,Z7615,6.85,LRP008a,22.6224438,89.4602222,,Culvert,Box culvert,
45561,Z7615,7.67,LRP008b,22.6258604,89.4623889,GS,Others,Badra River start,
45562,Z7615,7.7,LRP008c,22.62594374,89.4621222,GE,Others,Badra River end,
45563,Z7615,7.72,LRP009,22.6259993,89.4619444,,KmPost,Km post missing,
45564,Z7615,8.72,LRP010,22.6313882,89.4558333,,KmPost,Km post missing,
45565,Z7615,9.72,LRP011,22.6373052,89.4486941,,KmPost,KM post missing,
45566,Z7615,10.72,LRP012,22.6419441,89.4409997,,KmPost,KM post missing,
45567,Z7615,11.72,LRP013,22.6438886,89.4319438,GS,KmPost / Others,KM post missing / River start,
45568,Z7615,17.724,LRP019a,22.6746104,89.3971108,GE,Others,River end,
45569,Z7615,18.72,LRP020,22.675166,89.3874719,,KmPost,KM post missing,
45570,Z7615,19.72,LRP021,22.678916,89.3793882,,KmPost,KM post missing,
45571,Z7615,20.72,LRP022,22.6872219,89.375666,,KmPost,KM post missing,
45572,Z7615,21.72,LRP023,22.6911108,89.3674438,,KmPost,KM post missing,
45573,Z7615,22.72,LRP024,22.6942774,89.3623333,,KmPost / KmPost,KM post missing/Satkhira Start / KM post missing/Satkhira Start,
45574,Z7615,23.4,LRP024a,22.6958608,89.3583333,GS,Others,River Start,
45575,Z7615,23.712,LRP024b,22.6987497,89.3540278,GE,Others / KmPost,River end / KM  post missing,
45576,Z7615,24.083,LRP025a,22.6964719,89.3523889,,Culvert,Box culvert,
45577,Z7615,24.123,LRP025b,22.6962219,89.352,,Culvert,Box culvert,
45578,Z7615,24.236,LRP025c,22.6961941,89.3511389,,Culvert,Box culvert,
45579,Z7615,24.72,LRP026,22.6954719,89.3389163,,KmPost / KmPost,KM post missing / Information not clear,
45580,Z7615,26.35,LRP027a,22.6917219,89.3372774,,Culvert,Box culvert,
45581,Z7615,29.7,LRP030a,22.6809716,89.3140556,,Culvert,Box culvert,
45582,Z7615,29.71,LRP031,22.6813604,89.3128056,,KmPost,Information not clear,
45583,Z7615,30.1,LRPE,22.6882497,89.3074722,,Others,"End of Agrani bank kopilmoniTala, Satkihra",
45584,Z7617,0.0,LRPS,22.4534722,89.0348608,,Others,"Start from the end of kaksiali bridge at km post  vatkhali 28 km end of the Road 7602 kaliganj , Satkhira",
45585,Z7617,0.685,LRPSa,22.4482497,89.0381386,,Culvert,Box culvert,
45586,Z7617,1.0,LRP001,22.4454163,89.038083,,KmPost,Vetkhali27km,
45587,Z7617,1.12,LRP001a,22.4399997,89.0388608,,Culvert,Box culvert,
45588,Z7617,2.0,LRP002,22.4371663,89.041083,,KmPost,Vetkhali26km,
45589,Z7617,3.0,LRP003,22.4290271,89.0446386,,KmPost,Vetkhali25km,
45590,Z7617,3.51,LRP003a,22.4244716,89.0449719,,Culvert,Box culvert,
45591,Z7617,4.01,LRP004,22.4199993,89.0453052,,KmPost,Km post broken,
45592,Z7617,5.01,LRP005,22.4114167,89.0480552,,KmPost,Vetkhali23km,
45593,Z7617,5.162,LRP005a,22.41025,89.048833,,Culvert,Box culvert,
45594,Z7617,6.06,LRP006,22.40475,89.0544722,,KmPost,Information not clear,
45595,Z7617,7.025,LRP007,22.3985274,89.0616111,,KmPost,Vetkhali 21km,
45596,Z7617,7.907,LRP007a,22.395083,89.0692216,,Culvert,Box culvert,
45597,Z7617,8.02,LRP008,22.3947497,89.0702771,,KmPost,Vetkhali20km,
45598,Z7617,8.832,LRP008a,22.3910274,89.0769993,,Culvert,Box culvert,
45599,Z7617,9.02,LRP009,22.3897774,89.0783049,,KmPost,Vetkhali19kkm,
45600,Z7617,10.02,LRP010,22.3829993,89.0848052,,KmPost,Banshipur9km,
45601,Z7617,11.01,LRP011,22.3760827,89.0907774,,KmPost,Vetkhali17km,
45602,Z7617,11.462,LRP011a,22.3728882,89.0935552,,Culvert,Box culvert,
45603,Z7617,12.03,LRP012,22.3689438,89.0969719,,KmPost,Munshiganj 18km,
45604,Z7617,12.652,LRP012a,22.3639167,89.0994163,,Culvert,Box culvert,
45605,Z7617,13.024,LRP013,22.3606667,89.1003056,,KmPost,Vatkhali 15 km,
45606,Z7617,14.018,LRP013a,22.3521944,89.1025833,,Culvert,Box culvert,
45607,Z7617,14.034,LRP014,22.3518611,89.1026389,,KmPost,Munshiganj 16km,
45608,Z7617,14.894,LRP014a,22.3444441,89.1046389,,"SideRoad,Left",Z2618 asauni road,
45609,Z7617,15.034,LRP015,22.3431108,89.1050278,,KmPost,Munshiganj15km,
45610,Z7617,15.704,LRP015a,22.3372774,89.1064722,,"SideRoad,Left",Z7610 koyra road,
45611,Z7617,16.049,LRP016,22.3342219,89.10625,,KmPost,Munshiganj 18km(wrang),
45612,Z7617,17.069,LRP017,22.3251938,89.1056111,,KmPost,Vetkhali11km,
45613,Z7617,18.069,LRP018,22.3162222,89.1060833,,KmPost,Munshiganj 12km,
45614,Z7617,18.514,LRP018a,22.3123333,89.1049722,,Culvert,Box culvert,
45615,Z7617,19.069,LRP019,22.3074167,89.1048333,,KmPost,Vetkhali9km,
45616,Z7617,19.317,LRP019a,22.3056389,89.1063056,,"SideRoad,Left",Z7609 munshiganj  road,
45617,Z7617,19.871,LRP019b,22.3010278,89.1049167,,Culvert,Box culvert,
45618,Z7617,20.069,LRP020,22.2991386,89.1043889,,KmPost,Vetkhali 8km,
45619,Z7617,21.069,LRP021,22.2904719,89.1016111,,KmPost,km post broken,
45620,Z7617,22.058,LRP022,22.2818327,89.0991941,,KmPost,Vetkhali6km,
45621,Z7617,23.078,LRP023,22.2727493,89.1006111,,KmPost,Vetkhali 5 km,
45622,Z7617,24.078,LRP024,22.2640833,89.0978608,,KmPost,Vetkhali4km,
45623,Z7617,24.738,LRP024a,22.2585833,89.0955274,,Culvert,Masonry culvert,
45624,Z7617,25.078,LRP025,22.2557222,89.0941941,,KmPost,Vetkhali 3 km,
45625,Z7617,25.531,LRP025a,22.2521111,89.0922219,BS,Bridge,Baily Bridge start,
45626,Z7617,25.543,LRP025b,22.2520278,89.0922219,BE,Bridge,Baily bridge end,
45627,Z7617,26.098,LRP026,22.2474719,89.0901108,,KmPost,km post broken,
45628,Z7617,27.108,LRP027,22.2387774,89.088083,,KmPost,Satkhira 62km,
45629,Z7617,27.285,LRPE,22.2373608,89.0880552,,Others,End at Vetkhali bridge Shyamnagar Shatkhira.,
45630,Z7618,0.0,LRPS,22.5462497,89.173416,,Others,Start of road from Z 7603 at Ashasuni Bus Stand infornt of union Porishod.,
45631,Z7618,0.625,LRPSa,22.5416663,89.1706938,,Culvert,Box Culvert,
45632,Z7618,1.005,LRP001,22.5389163,89.1683604,,KmPost,"Shamnagar  31Km, Mohisiar 10 km",
45633,Z7618,1.485,LRP001a,22.5355552,89.1654722,,Culvert,Box culvert,
45634,Z7618,2.005,LRP002,22.5318049,89.1623056,,KmPost,"Shamnagar  30 Km, Ghola 16.50 km",
45635,Z7618,2.311,LRP002a,22.5295827,89.1605278,,Culvert,Box culvert,
45636,Z7618,3.005,LRP003,22.524416,89.1569722,,KmPost,"Shamnagar  29 Km, Haridanga 3 km",
45637,Z7618,3.507,LRP003a,22.5203604,89.1547778,,Culvert,Box Culvert,
45638,Z7618,3.912,LRP003b,22.5168882,89.1536389,,Culvert,Box Culvert,
45639,Z7618,4.005,LRP004,22.5161389,89.1539167,,KmPost,"Shamnagar  28 Km, Ghola 14.5 km",
